date,resource_id,vm_sku,environment,application,currency,daily_cost,estimated_monthly_cost,avg_cpu,max_cpu,source_type
2025-12-05,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.191,2.733,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-06,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.194,2.435,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-07,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.05,1.131,2.37,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-08,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.263,2.382,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-09,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.27,2.639,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-10,BeforeDemo,Standard_B1s,test,untagged,USD,0.2683,8.05,1.157,2.461,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-11,BeforeDemo,Standard_B1s,test,untagged,USD,0.2678,8.03,0.991,2.332,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-12,BeforeDemo,Standard_B1s,test,untagged,USD,0.2681,8.04,1.107,2.598,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-13,BeforeDemo,Standard_B1s,test,untagged,USD,0.2688,8.06,1.323,2.95,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-14,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.05,1.121,2.535,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-15,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.05,1.116,2.189,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-16,BeforeDemo,Standard_B1s,test,untagged,USD,0.2683,8.05,1.147,2.209,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-17,BeforeDemo,Standard_B1s,test,untagged,USD,0.2687,8.06,1.307,2.813,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-18,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.183,2.534,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-19,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.05,1.134,2.297,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-20,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.04,1.108,2.267,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-21,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.258,2.645,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-22,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.203,2.613,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-23,BeforeDemo,Standard_B1s,test,untagged,USD,0.2681,8.04,1.105,2.543,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-24,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.191,2.729,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.203,2.52,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,BeforeDemo,Standard_B1s,test,untagged,USD,0.2683,8.05,1.154,2.575,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.2,2.769,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-28,BeforeDemo,Standard_B1s,test,untagged,USD,0.2687,8.06,1.291,2.709,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-29,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.262,2.788,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-30,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.05,1.134,2.891,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-31,BeforeDemo,Standard_B1s,test,untagged,USD,0.2685,8.05,1.223,2.456,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-01,BeforeDemo,Standard_B1s,test,untagged,USD,0.268,8.04,1.046,2.468,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-02,BeforeDemo,Standard_B1s,test,untagged,USD,0.2685,8.05,1.22,2.713,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.187,2.476,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,BeforeDemo,Standard_B1s,test,untagged,USD,0.2687,8.06,1.316,2.693,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.27,2.753,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,BeforeDemo,Standard_B1s,test,untagged,USD,0.2688,8.07,1.346,2.457,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,BeforeDemo,Standard_B1s,test,untagged,USD,0.2685,8.06,1.239,2.692,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.05,1.138,2.389,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,BeforeDemo,Standard_B1s,test,untagged,USD,0.2687,8.06,1.294,2.77,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,BeforeDemo,Standard_B1s,test,untagged,USD,0.2685,8.05,1.212,2.694,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,BeforeDemo,Standard_B1s,test,untagged,USD,0.2687,8.06,1.282,2.608,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.261,2.499,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,BeforeDemo,Standard_B1s,test,untagged,USD,0.2687,8.06,1.299,2.826,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,BeforeDemo,Standard_B1s,test,untagged,USD,0.2688,8.06,1.318,2.753,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,BeforeDemo,Standard_B1s,test,untagged,USD,0.2998,9.0,12.111,21.007,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-16,BeforeDemo,Standard_B1s,test,untagged,USD,0.2688,8.06,1.33,2.711,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-17,BeforeDemo,Standard_B1s,test,untagged,USD,0.2685,8.06,1.23,2.861,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,BeforeDemo,Standard_B1s,test,untagged,USD,0.2684,8.05,1.21,2.577,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,BeforeDemo,Standard_B1s,test,untagged,USD,0.2685,8.05,1.217,2.631,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,BeforeDemo,Standard_B1s,test,untagged,USD,0.2687,8.06,1.297,2.618,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,BeforeDemo,Standard_B1s,test,untagged,USD,0.2681,8.04,1.084,2.537,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,BeforeDemo,Standard_B1s,test,untagged,USD,0.2681,8.04,1.107,2.36,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,BeforeDemo,Standard_B1s,test,untagged,USD,0.2681,8.04,1.099,2.487,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,BeforeDemo,Standard_B1s,test,untagged,USD,0.2685,8.06,1.238,2.869,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.274,2.457,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,BeforeDemo,Standard_B1s,test,untagged,USD,0.2689,8.07,1.356,2.576,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,BeforeDemo,Standard_B1s,test,untagged,USD,0.2686,8.06,1.272,2.583,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,BeforeDemo,Standard_B1s,test,untagged,USD,0.2682,8.05,1.135,2.641,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-29,BeforeDemo,Standard_B1s,test,untagged,USD,0.2681,8.04,1.101,2.704,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-18,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8752,56.26,2.137,4.45,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-19,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8785,56.36,2.304,4.8,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-20,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8767,56.3,2.212,4.853,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-21,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8753,56.26,2.14,4.664,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-22,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8771,56.31,2.231,5.079,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-23,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8802,56.4,2.386,4.391,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-24,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8718,56.15,1.964,4.448,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-25,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8768,56.3,2.216,4.655,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-26,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8793,56.38,2.341,4.583,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-27,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8745,56.24,2.103,3.984,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-28,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.876,56.28,2.176,4.753,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-29,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8803,56.41,2.391,5.3,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-30,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.914,57.42,4.083,16.923,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-01,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.2222,66.67,19.556,28.757,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-02,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8751,56.25,2.132,4.501,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-03,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.875,56.25,2.124,4.566,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-04,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8762,56.29,2.187,4.512,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-05,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8755,56.27,2.152,5.033,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-06,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8759,56.28,2.174,4.693,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-07,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8757,56.27,2.163,4.558,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-08,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8799,56.4,2.371,5.129,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-09,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8761,56.28,2.181,4.782,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-10,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8757,56.27,2.164,4.476,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-11,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.871,56.13,1.925,4.608,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-12,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8769,56.31,2.222,4.322,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-13,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.881,56.43,2.427,5.152,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-14,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8793,56.38,2.345,5.054,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-15,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8802,56.41,2.388,4.854,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-16,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8777,56.33,2.264,4.37,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-17,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8769,56.31,2.219,4.633,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-18,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8728,56.18,2.015,4.199,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-19,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8756,56.27,2.157,4.009,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-20,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8762,56.29,2.189,4.869,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-21,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8731,56.19,2.032,4.394,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-22,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8704,56.11,1.897,4.091,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-23,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.1127,63.38,14.059,34.357,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-24,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.0531,61.59,11.069,30.998,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8705,56.12,1.902,3.845,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8794,56.38,2.347,5.089,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8805,56.41,2.402,5.014,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-28,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8742,56.23,2.085,4.582,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-29,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8784,56.35,2.299,5.09,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-30,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8771,56.31,2.23,4.685,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-31,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8753,56.26,2.143,4.655,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-01,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.87,56.1,1.875,4.233,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-02,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8804,56.41,2.397,4.909,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.883,56.49,2.529,4.432,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.2355,67.07,20.225,35.274,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.3306,69.92,32.514,35.083,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.1217,63.65,14.513,30.967,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8736,56.21,2.058,4.62,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8724,56.17,1.998,4.031,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8749,56.25,2.122,4.313,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8807,56.42,2.414,4.483,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8769,56.31,2.22,4.391,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8723,56.17,1.991,4.356,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8776,56.33,2.258,5.115,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8732,56.2,2.038,3.968,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8702,56.11,1.885,3.64,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-16,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8772,56.31,2.235,4.922,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-17,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8815,56.44,2.451,4.68,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8733,56.2,2.039,4.08,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8757,56.27,2.159,5.034,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.878,56.34,2.278,4.634,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8736,56.21,2.055,4.346,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.874,56.22,2.074,4.872,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8763,56.29,2.192,4.659,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8768,56.3,2.218,4.405,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8778,56.33,2.266,4.95,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8772,56.32,2.236,4.548,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8729,56.19,2.022,4.208,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.874,56.22,2.075,4.179,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-29,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.877,56.31,2.227,4.559,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-30,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8769,56.31,2.221,5.059,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-31,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8788,56.36,2.316,4.602,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-01,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.0597,61.79,11.398,31.039,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-02,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,2.2793,68.38,22.424,30.578,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-03,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.878,56.34,2.275,4.801,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-04,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8781,56.34,2.283,4.928,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-05,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8744,56.23,2.095,4.599,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-06,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8719,56.16,1.971,4.177,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-07,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8768,56.31,2.219,4.799,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-08,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8802,56.4,2.385,4.836,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-09,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8769,56.31,2.224,4.652,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-10,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8713,56.14,1.942,4.122,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-11,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8742,56.23,2.089,4.427,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-12,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8704,56.11,1.897,4.17,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-13,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8741,56.22,2.082,5.036,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-14,Cs-onboarding-application,Standard_B2ms,prod,untagged,USD,1.8728,56.18,2.016,5.089,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-14,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2682,8.05,1.116,2.37,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-15,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2684,8.05,1.2,2.756,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-16,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2745,8.23,3.305,13.872,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-17,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2859,8.58,7.271,15.878,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-18,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.268,8.04,1.04,2.439,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-19,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2687,8.06,1.285,2.594,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-20,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2686,8.06,1.272,2.777,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-21,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2687,8.06,1.305,2.595,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-22,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2682,8.05,1.116,2.747,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-23,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2684,8.05,1.196,2.613,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-24,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2685,8.05,1.215,2.632,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2683,8.05,1.164,2.459,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2681,8.04,1.081,2.64,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,KCCSDEVCORE,Standard_B1s,dev,untagged,USD,0.2684,8.05,1.187,2.412,synthetic_cost_from_public_cloud_pricing_pattern
